,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
3015,Paubaya___Moira Dela Torre,2022-10-05 08:32,Moira Dela Torre,Paubaya,69375,2022-10-05 08:32:00,0.373,0.245,5,-12.45,1,0.0354,0.766,0.000365,0.0768,0.174,127.067,audio_features,6KfGuMyhHwuQtMSBvQ02pI,spotify:track:6KfGuMyhHwuQtMSBvQ02pI,https://api.spotify.com/v1/tracks/6KfGuMyhHwuQtMSBvQ02pI,https://api.spotify.com/v1/audio-analysis/6KfGuMyhHwuQtMSBvQ02pI,282491,4,Paubaya,10rSYwOZH2D4t1J3iu70Jz
3016,Baarishein___Anuv Jain,2022-10-05 08:33,Anuv Jain,Baarishein,56695,2022-10-05 08:33:00,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,audio_features,5iCY0TXNImK4hyKfcplQsg,spotify:track:5iCY0TXNImK4hyKfcplQsg,https://api.spotify.com/v1/tracks/5iCY0TXNImK4hyKfcplQsg,https://api.spotify.com/v1/audio-analysis/5iCY0TXNImK4hyKfcplQsg,207310,4,Baarishein,4ysOhipyMXKstywus51VXS
3017,Pause___Prateek Kuhad,2022-10-05 08:34,Prateek Kuhad,Pause,169795,2022-10-05 08:34:00,0.619,0.277,11,-11.771,1,0.0322,0.892,0.0542,0.116,0.435,111.576,audio_features,5h1L6nOR9QYXeeNW14aeus,spotify:track:5h1L6nOR9QYXeeNW14aeus,https://api.spotify.com/v1/tracks/5h1L6nOR9QYXeeNW14aeus,https://api.spotify.com/v1/audio-analysis/5h1L6nOR9QYXeeNW14aeus,171149,4,Pause,3vKSAwLbfwXygEiGH1vpvs
3018,Mazaak___Anuv Jain,2022-10-05 08:34,Anuv Jain,Mazaak,9684,2022-10-05 08:34:00,0.534,0.461,2,-11.292,1,0.0295,0.795,1.51e-06,0.114,0.244,145.972,audio_features,6BvRzfqi3sMAoQYnRpMVL0,spotify:track:6BvRzfqi3sMAoQYnRpMVL0,https://api.spotify.com/v1/tracks/6BvRzfqi3sMAoQYnRpMVL0,https://api.spotify.com/v1/audio-analysis/6BvRzfqi3sMAoQYnRpMVL0,212055,4,Mazaak,4Z5Z0qWzKvTgv7XRnodjNU
3019,Akhiyaan___Mitraz,2022-10-05 08:37,Mitraz,Akhiyaan,191879,2022-10-05 08:37:00,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,audio_features,2l3dFxtoSMgMQVyRIUHjpz,spotify:track:2l3dFxtoSMgMQVyRIUHjpz,https://api.spotify.com/v1/tracks/2l3dFxtoSMgMQVyRIUHjpz,https://api.spotify.com/v1/audio-analysis/2l3dFxtoSMgMQVyRIUHjpz,191869,4,Akhiyaan,4MBCBnMZyFFv8Ch9elmLsL
3020,tere bina___Zaeden,2022-10-05 08:42,Zaeden,tere bina,155986,2022-10-05 08:42:00,0.889,0.341,7,-7.909,1,0.0424,0.117,3.7e-06,0.0734,0.942,118.003,audio_features,6N5WkgPIDoTdbCXyyIIKAv,spotify:track:6N5WkgPIDoTdbCXyyIIKAv,https://api.spotify.com/v1/tracks/6N5WkgPIDoTdbCXyyIIKAv,https://api.spotify.com/v1/audio-analysis/6N5WkgPIDoTdbCXyyIIKAv,157246,4,tere bina,1Us61dLUqSkclDwUyygBmJ
3021,Hey Ya !___Clinton Cerejo,2022-10-05 08:46,Clinton Cerejo,Hey Ya !,253782,2022-10-05 08:46:00,0.799,0.588,7,-9.136,0,0.0302,0.184,2.68e-05,0.0788,0.789,115.087,audio_features,1qTh7hzjd361hjuzeaMFWK,spotify:track:1qTh7hzjd361hjuzeaMFWK,https://api.spotify.com/v1/tracks/1qTh7hzjd361hjuzeaMFWK,https://api.spotify.com/v1/audio-analysis/1qTh7hzjd361hjuzeaMFWK,254990,4,Karthik Calling Karthik,13aLziSCr93ULLwPE2JURA
3022,Jaan 'Nisaar (Arijit)___Arijit Singh,2022-10-05 08:46,Arijit Singh,Jaan 'Nisaar (Arijit),238407,2022-10-05 08:46:00,0.481,0.392,4,-8.2,1,0.0246,0.478,0.0,0.122,0.257,91.796,audio_features,6pzlnyHTVYi5FOmrgOmC95,spotify:track:6pzlnyHTVYi5FOmrgOmC95,https://api.spotify.com/v1/tracks/6pzlnyHTVYi5FOmrgOmC95,https://api.spotify.com/v1/audio-analysis/6pzlnyHTVYi5FOmrgOmC95,238370,4,Kedarnath,7lF34sP6HtRAL7VEMvYHff
3023,Subhanallah___Pritam,2022-10-05 08:50,Pritam,Subhanallah,249463,2022-10-05 08:50:00,0.302,0.493,9,-5.038,1,0.0451,0.455,0.0,0.134,0.457,88.904,audio_features,0GQngE2rOYvlKwEQjTAsP8,spotify:track:0GQngE2rOYvlKwEQjTAsP8,https://api.spotify.com/v1/tracks/0GQngE2rOYvlKwEQjTAsP8,https://api.spotify.com/v1/audio-analysis/0GQngE2rOYvlKwEQjTAsP8,249707,4,Yeh Jawaani Hai Deewani,2Lxoc72vRTGdQfMvj7Ovi1
3024,Dandelions___Ruth B.,2022-10-05 08:59,Ruth B.,Dandelions,232498,2022-10-05 08:59:00,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,audio_features,2eAvDnpXP5W0cVtiI0PUxV,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/tracks/2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/audio-analysis/2eAvDnpXP5W0cVtiI0PUxV,233720,3,Safe Haven,6FgtuX3PtiB5civjHYhc52
3025,Hosanna___A.R. Rahman,2022-10-05 15:45,A.R. Rahman,Hosanna,170249,2022-10-05 15:45:00,0.571,0.802,7,-7.201,1,0.0391,0.28,6.43e-05,0.0497,0.596,85.97,audio_features,5NChQ2tXB9q9D8kdkLTWOL,spotify:track:5NChQ2tXB9q9D8kdkLTWOL,https://api.spotify.com/v1/tracks/5NChQ2tXB9q9D8kdkLTWOL,https://api.spotify.com/v1/audio-analysis/5NChQ2tXB9q9D8kdkLTWOL,331400,4,Ekk Deewana Tha (Original Motion Picture Soundtrack),7u8VFwwX4grIUnuHriflDf
3026,Baarishein___Anuv Jain,2022-10-05 15:48,Anuv Jain,Baarishein,207323,2022-10-05 15:48:00,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,audio_features,5iCY0TXNImK4hyKfcplQsg,spotify:track:5iCY0TXNImK4hyKfcplQsg,https://api.spotify.com/v1/tracks/5iCY0TXNImK4hyKfcplQsg,https://api.spotify.com/v1/audio-analysis/5iCY0TXNImK4hyKfcplQsg,207310,4,Baarishein,4ysOhipyMXKstywus51VXS
3027,Kho Gaye Hum Kahan___Jasleen Royal,2022-10-05 15:52,Jasleen Royal,Kho Gaye Hum Kahan,213078,2022-10-05 15:52:00,0.778,0.227,1,-16.191,1,0.0379,0.983,0.14,0.113,0.38,116.033,audio_features,6nZiYSBwPQ7fYnVWkkkj4g,spotify:track:6nZiYSBwPQ7fYnVWkkkj4g,https://api.spotify.com/v1/tracks/6nZiYSBwPQ7fYnVWkkkj4g,https://api.spotify.com/v1/audio-analysis/6nZiYSBwPQ7fYnVWkkkj4g,213056,4,Baar Baar Dekho (Original Motion Picture Soundtrack),5ASFrellizlx98SmsItOEm
3028,Aankhon Se Batana___Dikshant,2022-10-05 15:52,Dikshant,Aankhon Se Batana,186832,2022-10-05 15:52:00,0.544,0.307,10,-11.361,1,0.0334,0.791,0.0,0.11,0.335,177.808,audio_features,1ZiReD9pPTttQWwSoYqdyH,spotify:track:1ZiReD9pPTttQWwSoYqdyH,https://api.spotify.com/v1/tracks/1ZiReD9pPTttQWwSoYqdyH,https://api.spotify.com/v1/audio-analysis/1ZiReD9pPTttQWwSoYqdyH,221271,4,Aankhon Se Batana,57FSK7an8LmvStMZviJ8Ws
3029,Alag Aasmaan___Anuv Jain,2022-10-05 15:55,Anuv Jain,Alag Aasmaan,212750,2022-10-05 15:55:00,0.699,0.299,6,-12.599,1,0.0403,0.869,0.0,0.0724,0.459,118.969,audio_features,74kCarkFBzXYXNkkYJIsG0,spotify:track:74kCarkFBzXYXNkkYJIsG0,https://api.spotify.com/v1/tracks/74kCarkFBzXYXNkkYJIsG0,https://api.spotify.com/v1/audio-analysis/74kCarkFBzXYXNkkYJIsG0,212773,4,Alag Aasmaan,2WSMj9vMUGTwAMq0fo1vXi
3030,OOPS___King,2022-10-05 17:11,King,OOPS,163107,2022-10-05 17:11:00,0.918,0.673,0,-5.084,1,0.184,0.314,0.0,0.0555,0.828,99.952,audio_features,5RrOyaV2xOAnf62uWj24dB,spotify:track:5RrOyaV2xOAnf62uWj24dB,https://api.spotify.com/v1/tracks/5RrOyaV2xOAnf62uWj24dB,https://api.spotify.com/v1/audio-analysis/5RrOyaV2xOAnf62uWj24dB,163200,4,OOPS,23Xu8xOIyGOKQvmsM24ESK
3031,Jugnu___Badshah,2022-10-05 19:24,Badshah,Jugnu,6105,2022-10-05 19:24:00,0.716,0.803,10,-5.14,0,0.0445,0.03,0.0,0.0817,0.325,124.961,audio_features,2NTVtNcpC0i1R7LVGaCZCF,spotify:track:2NTVtNcpC0i1R7LVGaCZCF,https://api.spotify.com/v1/tracks/2NTVtNcpC0i1R7LVGaCZCF,https://api.spotify.com/v1/audio-analysis/2NTVtNcpC0i1R7LVGaCZCF,230400,4,Jugnu,1tIBidZ4PMZPqWLgunT4IP
3032,"Mere Yaaraa (From ""Sooryavanshi"")___Arijit Singh",2022-10-05 20:29,Arijit Singh,"Mere Yaaraa (From ""Sooryavanshi"")",1545,2022-10-05 20:29:00,0.324,0.539,2,-8.076,1,0.038,0.713,3.15e-05,0.118,0.486,120.526,audio_features,0tpwqQhdfJXRcUDSNRjb9O,spotify:track:0tpwqQhdfJXRcUDSNRjb9O,https://api.spotify.com/v1/tracks/0tpwqQhdfJXRcUDSNRjb9O,https://api.spotify.com/v1/audio-analysis/0tpwqQhdfJXRcUDSNRjb9O,285164,4,"Mere Yaaraa (From ""Sooryavanshi"")",1XO82yE4raeQEBSHxrNuSe
3033,Baarishein___Anuv Jain,2022-10-05 20:29,Anuv Jain,Baarishein,1265,2022-10-05 20:29:00,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,audio_features,5iCY0TXNImK4hyKfcplQsg,spotify:track:5iCY0TXNImK4hyKfcplQsg,https://api.spotify.com/v1/tracks/5iCY0TXNImK4hyKfcplQsg,https://api.spotify.com/v1/audio-analysis/5iCY0TXNImK4hyKfcplQsg,207310,4,Baarishein,4ysOhipyMXKstywus51VXS
3034,Jugnu___Badshah,2022-10-05 20:29,Badshah,Jugnu,2420,2022-10-05 20:29:00,0.716,0.803,10,-5.14,0,0.0445,0.03,0.0,0.0817,0.325,124.961,audio_features,2NTVtNcpC0i1R7LVGaCZCF,spotify:track:2NTVtNcpC0i1R7LVGaCZCF,https://api.spotify.com/v1/tracks/2NTVtNcpC0i1R7LVGaCZCF,https://api.spotify.com/v1/audio-analysis/2NTVtNcpC0i1R7LVGaCZCF,230400,4,Jugnu,1tIBidZ4PMZPqWLgunT4IP
3035,Chaand Baaliyan___Aditya A,2022-10-05 20:31,Aditya A,Chaand Baaliyan,103054,2022-10-05 20:31:00,0.729,0.396,0,-8.98,1,0.0359,0.796,0.0,0.104,0.886,97.281,audio_features,0snQrp1VaY5Pj1YIHRJpRJ,spotify:track:0snQrp1VaY5Pj1YIHRJpRJ,https://api.spotify.com/v1/tracks/0snQrp1VaY5Pj1YIHRJpRJ,https://api.spotify.com/v1/audio-analysis/0snQrp1VaY5Pj1YIHRJpRJ,103265,4,Chaand Baaliyan,6AJaDEafyyyWWXHZQtcFGe
3036,Sakhiyan2.0___Maninder Buttar,2022-10-05 20:33,Maninder Buttar,Sakhiyan2.0,177506,2022-10-05 20:33:00,0.817,0.715,9,-5.13,1,0.0484,0.183,0.0,0.214,0.398,100.002,audio_features,2hTn8oS49IQULxAWs7hEBz,spotify:track:2hTn8oS49IQULxAWs7hEBz,https://api.spotify.com/v1/tracks/2hTn8oS49IQULxAWs7hEBz,https://api.spotify.com/v1/audio-analysis/2hTn8oS49IQULxAWs7hEBz,177695,4,Sakhiyan2.0 - BellBottom,5iXTBxq6U8TlbjRIDEDItN
3037,"Oo Bolega Ya Oo Oo Bolega (From ""Pushpa The Rise Part - 01"")___Kanika Kapoor",2022-10-05 20:34,Kanika Kapoor,"Oo Bolega Ya Oo Oo Bolega (From ""Pushpa The Rise Part - 01"")",38054,2022-10-05 20:34:00,0.922,0.763,5,-5.948,0,0.0974,0.261,0.0672,0.464,0.478,128.032,audio_features,4oglYe270D9yn6Gc0JWc03,spotify:track:4oglYe270D9yn6Gc0JWc03,https://api.spotify.com/v1/tracks/4oglYe270D9yn6Gc0JWc03,https://api.spotify.com/v1/audio-analysis/4oglYe270D9yn6Gc0JWc03,226313,4,"Oo Bolega Ya Oo Oo Bolega (From ""Pushpa The Rise Part - 01"")",7g0kaXuNdjtdEvsnvYribr
3038,Paani Paani___Badshah,2022-10-05 20:35,Badshah,Paani Paani,6340,2022-10-05 20:35:00,0.886,0.579,0,-7.231,1,0.209,0.236,4.23e-06,0.0586,0.427,105.028,audio_features,47Rqh5ZSamtIOFi7G6VgFJ,spotify:track:47Rqh5ZSamtIOFi7G6VgFJ,https://api.spotify.com/v1/tracks/47Rqh5ZSamtIOFi7G6VgFJ,https://api.spotify.com/v1/audio-analysis/47Rqh5ZSamtIOFi7G6VgFJ,174002,4,Paani Paani,39mClZpOH792zXWppimcBb
3039,Baarishon Mein___Darshan Raval,2022-10-05 20:35,Darshan Raval,Baarishon Mein,39733,2022-10-05 20:35:00,0.352,0.34,0,-10.002,1,0.0357,0.898,3.3e-06,0.0936,0.314,179.865,audio_features,7doebiokA0utWXWcw7rD82,spotify:track:7doebiokA0utWXWcw7rD82,https://api.spotify.com/v1/tracks/7doebiokA0utWXWcw7rD82,https://api.spotify.com/v1/audio-analysis/7doebiokA0utWXWcw7rD82,224667,4,Baarishon Mein,0HsLFcmpM2dtnQ30RuiCjT
3040,"Shayad (From ""Love Aaj Kal"")___Pritam",2022-10-05 20:36,Pritam,"Shayad (From ""Love Aaj Kal"")",88927,2022-10-05 20:36:00,0.487,0.456,8,-7.144,1,0.0319,0.789,1.79e-06,0.141,0.348,136.088,audio_features,018eOid2aGaPdxon7T6GsC,spotify:track:018eOid2aGaPdxon7T6GsC,https://api.spotify.com/v1/tracks/018eOid2aGaPdxon7T6GsC,https://api.spotify.com/v1/audio-analysis/018eOid2aGaPdxon7T6GsC,247941,4,"Shayad (From ""Love Aaj Kal"")",3Q6oDVihOpQVi2FC0Mfjlm
3041,Cry for Me___Camila Cabello,2022-10-05 20:38,Camila Cabello,Cry for Me,4463,2022-10-05 20:38:00,0.721,0.805,9,-4.134,0,0.0927,0.05,0.0,0.153,0.653,118.058,audio_features,40nPimvmG05WYS7983bawZ,spotify:track:40nPimvmG05WYS7983bawZ,https://api.spotify.com/v1/tracks/40nPimvmG05WYS7983bawZ,https://api.spotify.com/v1/audio-analysis/40nPimvmG05WYS7983bawZ,189133,4,Cry for Me,2dq4ae5hiyxlFPG1s8rlq5
3042,Hosanna___A.R. Rahman,2022-10-05 20:38,A.R. Rahman,Hosanna,62418,2022-10-05 20:38:00,0.571,0.802,7,-7.201,1,0.0391,0.28,6.43e-05,0.0497,0.596,85.97,audio_features,5NChQ2tXB9q9D8kdkLTWOL,spotify:track:5NChQ2tXB9q9D8kdkLTWOL,https://api.spotify.com/v1/tracks/5NChQ2tXB9q9D8kdkLTWOL,https://api.spotify.com/v1/audio-analysis/5NChQ2tXB9q9D8kdkLTWOL,331400,4,Ekk Deewana Tha (Original Motion Picture Soundtrack),7u8VFwwX4grIUnuHriflDf
3043,Naina Da Kya Kasoor___Amit Trivedi,2022-10-05 20:38,Amit Trivedi,Naina Da Kya Kasoor,209931,2022-10-05 20:38:00,0.845,0.659,9,-6.348,1,0.0373,0.159,0.0129,0.0782,0.547,125.965,audio_features,4JQxGJ8jsKW8pOUVoAgOZr,spotify:track:4JQxGJ8jsKW8pOUVoAgOZr,https://api.spotify.com/v1/tracks/4JQxGJ8jsKW8pOUVoAgOZr,https://api.spotify.com/v1/audio-analysis/4JQxGJ8jsKW8pOUVoAgOZr,210952,4,Andhadhun,06l61IvDCVAeThVR8ajgxj
3044,Subhanallah___Pritam,2022-10-06 18:34,Pritam,Subhanallah,7457,2022-10-06 18:34:00,0.302,0.493,9,-5.038,1,0.0451,0.455,0.0,0.134,0.457,88.904,audio_features,0GQngE2rOYvlKwEQjTAsP8,spotify:track:0GQngE2rOYvlKwEQjTAsP8,https://api.spotify.com/v1/tracks/0GQngE2rOYvlKwEQjTAsP8,https://api.spotify.com/v1/audio-analysis/0GQngE2rOYvlKwEQjTAsP8,249707,4,Yeh Jawaani Hai Deewani,2Lxoc72vRTGdQfMvj7Ovi1
3045,Lookalike___Conan Gray,2022-10-06 18:34,Conan Gray,Lookalike,27838,2022-10-06 18:34:00,0.434,0.302,10,-10.117,1,0.0378,0.766,7.63e-06,0.149,0.173,121.645,audio_features,4K3gM7kzX4POAfrs71HomN,spotify:track:4K3gM7kzX4POAfrs71HomN,https://api.spotify.com/v1/tracks/4K3gM7kzX4POAfrs71HomN,https://api.spotify.com/v1/audio-analysis/4K3gM7kzX4POAfrs71HomN,220867,4,Sunset Season,16pubXUlqRziVWRsT6lLNz
3046,Lookalike___Conan Gray,2022-10-06 18:36,Conan Gray,Lookalike,125061,2022-10-06 18:36:00,0.434,0.302,10,-10.117,1,0.0378,0.766,7.63e-06,0.149,0.173,121.645,audio_features,4K3gM7kzX4POAfrs71HomN,spotify:track:4K3gM7kzX4POAfrs71HomN,https://api.spotify.com/v1/tracks/4K3gM7kzX4POAfrs71HomN,https://api.spotify.com/v1/audio-analysis/4K3gM7kzX4POAfrs71HomN,220867,4,Sunset Season,16pubXUlqRziVWRsT6lLNz
3047,People Watching___Conan Gray,2022-10-06 18:39,Conan Gray,People Watching,158424,2022-10-06 18:39:00,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,audio_features,4JeOesjcWWlprTAvucDSJX,spotify:track:4JeOesjcWWlprTAvucDSJX,https://api.spotify.com/v1/tracks/4JeOesjcWWlprTAvucDSJX,https://api.spotify.com/v1/audio-analysis/4JeOesjcWWlprTAvucDSJX,158537,4,People Watching,03HTFr18vhLwCLFq6kWHIw
3048,Who Says___Selena Gomez & The Scene,2022-10-06 18:41,Selena Gomez & The Scene,Who Says,118995,2022-10-06 18:41:00,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,audio_features,3TcL0dyCMyr0kyTTc4NLgI,spotify:track:3TcL0dyCMyr0kyTTc4NLgI,https://api.spotify.com/v1/tracks/3TcL0dyCMyr0kyTTc4NLgI,https://api.spotify.com/v1/audio-analysis/3TcL0dyCMyr0kyTTc4NLgI,195613,4,When The Sun Goes Down,49yHvRh1cOfLcEKukEP7Ox
3049,Ruthless (Nice Guys Always Finish Last)___MarMar Oso,2022-10-06 18:44,MarMar Oso,Ruthless (Nice Guys Always Finish Last),210082,2022-10-06 18:44:00,0.724,0.269,5,-15.465,1,0.0456,0.388,0.0,0.0808,0.866,86.042,audio_features,6HeCk6yewXH7WO4D93eub9,spotify:track:6HeCk6yewXH7WO4D93eub9,https://api.spotify.com/v1/tracks/6HeCk6yewXH7WO4D93eub9,https://api.spotify.com/v1/audio-analysis/6HeCk6yewXH7WO4D93eub9,233023,4,Oso Different,0Ga2a9eC2PvMNr8LRceotI
3050,Say Goodbye___Monty Datta,2022-10-06 18:47,Monty Datta,Say Goodbye,149891,2022-10-06 18:47:00,0.706,0.297,3,-13.652,1,0.132,0.468,0.0,0.0725,0.123,104.049,audio_features,3xNIVmBIe839tAsoGe3A4b,spotify:track:3xNIVmBIe839tAsoGe3A4b,https://api.spotify.com/v1/tracks/3xNIVmBIe839tAsoGe3A4b,https://api.spotify.com/v1/audio-analysis/3xNIVmBIe839tAsoGe3A4b,150415,4,Say Goodbye,29gE3OIitSeBAcDEUvaDWp
3051,I Can't Hate You___Kayou.,2022-10-06 18:47,Kayou.,I Can't Hate You,177000,2022-10-06 18:47:00,0.693,0.438,10,-9.452,0,0.0943,0.451,0.000277,0.107,0.191,139.873,audio_features,21NeQgKhabORuZ3pfsPfz5,spotify:track:21NeQgKhabORuZ3pfsPfz5,https://api.spotify.com/v1/tracks/21NeQgKhabORuZ3pfsPfz5,https://api.spotify.com/v1/audio-analysis/21NeQgKhabORuZ3pfsPfz5,178481,4,I Can't Hate You,0hza96UteVyFpucn2BpAUc
3052,Nothing___Bruno Major,2022-10-06 18:50,Bruno Major,Nothing,162609,2022-10-06 18:50:00,0.555,0.27,2,-15.892,1,0.0888,0.931,0.544,0.103,0.271,139.681,audio_features,1lORkxEMmsCZqhoxcmk3A3,spotify:track:1lORkxEMmsCZqhoxcmk3A3,https://api.spotify.com/v1/tracks/1lORkxEMmsCZqhoxcmk3A3,https://api.spotify.com/v1/audio-analysis/1lORkxEMmsCZqhoxcmk3A3,162797,3,To Let A Good Thing Die,4NWvFq8Cst2Y5iHOouXtMz
3053,Touch___Sleeping At Last,2022-10-06 18:57,Sleeping At Last,Touch,255214,2022-10-06 18:57:00,0.415,0.104,0,-11.83,1,0.0426,0.955,3.79e-06,0.104,0.18,82.006,audio_features,4g2WiijzSKzH8PApKDbadN,spotify:track:4g2WiijzSKzH8PApKDbadN,https://api.spotify.com/v1/tracks/4g2WiijzSKzH8PApKDbadN,https://api.spotify.com/v1/audio-analysis/4g2WiijzSKzH8PApKDbadN,256300,3,Atlas: II,4mVqE0sAXMG9DpfWxxLhsh
3054,more___keshi,2022-10-06 19:00,keshi,more,183994,2022-10-06 19:00:00,0.498,0.715,0,-4.446,1,0.0315,0.0607,0.0,0.274,0.225,151.809,audio_features,0UAB340gAcSMk3r0a8PTag,spotify:track:0UAB340gAcSMk3r0a8PTag,https://api.spotify.com/v1/tracks/0UAB340gAcSMk3r0a8PTag,https://api.spotify.com/v1/audio-analysis/0UAB340gAcSMk3r0a8PTag,229107,4,Up All Night,6cunQQ7YZisYOoiFu2ywIq
3055,Smoke Signals (feat. Tessa Violet)___Cavetown,2022-10-06 19:03,Cavetown,Smoke Signals (feat. Tessa Violet),208967,2022-10-06 19:03:00,0.573,0.16,8,-16.587,0,0.037,0.933,0.000111,0.109,0.246,104.708,audio_features,07c66SO9kYqa5GSmvLsQZy,spotify:track:07c66SO9kYqa5GSmvLsQZy,https://api.spotify.com/v1/tracks/07c66SO9kYqa5GSmvLsQZy,https://api.spotify.com/v1/audio-analysis/07c66SO9kYqa5GSmvLsQZy,208966,4,Smoke Signals (feat. Tessa Violet),0BcN30IU7guOqvKxVeXXqQ
3056,Coffee Breath___Sofia Mills,2022-10-06 19:06,Sofia Mills,Coffee Breath,163903,2022-10-06 19:06:00,0.866,0.211,11,-12.676,0,0.0404,0.974,0.0,0.0987,0.198,101.295,audio_features,28TkNtKHx6UnOZuoyv3Jzv,spotify:track:28TkNtKHx6UnOZuoyv3Jzv,https://api.spotify.com/v1/tracks/28TkNtKHx6UnOZuoyv3Jzv,https://api.spotify.com/v1/audio-analysis/28TkNtKHx6UnOZuoyv3Jzv,163902,4,Coffee Breath,6PLQWrmCo4IDIbfaIP2hAE
3057,Close to Me___Laica,2022-10-06 19:12,Laica,Close to Me,210712,2022-10-06 19:12:00,0.642,0.489,7,-6.534,1,0.0335,0.386,0.0,0.11,0.163,116.851,audio_features,4jPr49jXRJHftXlwTEA2w4,spotify:track:4jPr49jXRJHftXlwTEA2w4,https://api.spotify.com/v1/tracks/4jPr49jXRJHftXlwTEA2w4,https://api.spotify.com/v1/audio-analysis/4jPr49jXRJHftXlwTEA2w4,211746,3,Forever,0R2eIVnmPN3dXRj77Gb4Up
3058,Coffee___beabadoobee,2022-10-06 19:14,beabadoobee,Coffee,126624,2022-10-06 19:14:00,0.532,0.137,9,-18.208,1,0.0717,0.982,0.962,0.112,0.301,118.734,audio_features,429NtPmr12aypzFH3FkN9l,spotify:track:429NtPmr12aypzFH3FkN9l,https://api.spotify.com/v1/tracks/429NtPmr12aypzFH3FkN9l,https://api.spotify.com/v1/audio-analysis/429NtPmr12aypzFH3FkN9l,126825,4,Coffee,5wQU9QESgj4rLyLECGTJGn
3059,Glimpse of Us___Joji,2022-10-06 19:18,Joji,Glimpse of Us,233346,2022-10-06 19:18:00,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,6xGruZOHLs39ZbVccQTuPZ,spotify:track:6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,233456,3,Glimpse of Us,6ZZvx0aefZV3LKa053fn71
3060,What If I Told You That I Love You___Ali Gatie,2022-10-06 19:20,Ali Gatie,What If I Told You That I Love You,192448,2022-10-06 19:20:00,0.596,0.366,7,-11.144,1,0.115,0.63,7.04e-06,0.0554,0.229,84.394,audio_features,3cqPu20DGTGUoZtbJH2Dmi,spotify:track:3cqPu20DGTGUoZtbJH2Dmi,https://api.spotify.com/v1/tracks/3cqPu20DGTGUoZtbJH2Dmi,https://api.spotify.com/v1/audio-analysis/3cqPu20DGTGUoZtbJH2Dmi,193668,4,What If I Told You That I Love You,5pxH5JnBRw3Dc7CCxESMWM
3061,We Never Met___2ND CHOICE,2022-10-06 19:20,2ND CHOICE,We Never Met,107229,2022-10-06 19:20:00,0.385,0.185,7,-24.819,1,0.0394,0.955,0.941,0.106,0.369,78.075,audio_features,3obYzeG6ycjGPGVZyRmjTH,spotify:track:3obYzeG6ycjGPGVZyRmjTH,https://api.spotify.com/v1/tracks/3obYzeG6ycjGPGVZyRmjTH,https://api.spotify.com/v1/audio-analysis/3obYzeG6ycjGPGVZyRmjTH,107416,4,We Never Met,4wcwyEXZvPj8SN7o8cdAft
3062,don't cry___sadeyes,2022-10-06 19:22,sadeyes,don't cry,136912,2022-10-06 19:22:00,0.789,0.685,9,-10.596,1,0.914,0.635,0.0,0.0843,0.533,160.04,audio_features,2tB9EXMGGzvRdxxwyzIJCC,spotify:track:2tB9EXMGGzvRdxxwyzIJCC,https://api.spotify.com/v1/tracks/2tB9EXMGGzvRdxxwyzIJCC,https://api.spotify.com/v1/audio-analysis/2tB9EXMGGzvRdxxwyzIJCC,138008,4,don't cry,1tVL6fR2ybpi6qt4vLx6Nq
3063,Feel Again (Feat. Au/Ra)___Kina,2022-10-06 19:28,Kina,Feel Again (Feat. Au/Ra),138187,2022-10-06 19:28:00,0.487,0.384,5,-10.594,1,0.0587,0.24,0.0,0.124,0.224,78.138,audio_features,1fgC2MHbJnPgvDfdTpC62c,spotify:track:1fgC2MHbJnPgvDfdTpC62c,https://api.spotify.com/v1/tracks/1fgC2MHbJnPgvDfdTpC62c,https://api.spotify.com/v1/audio-analysis/1fgC2MHbJnPgvDfdTpC62c,139355,4,Things I Wanted To Tell You,1VqpvCyJdviWmwcm54I6c0
